1005000 698.264
1012500 577.831
1020000 460.905
1027500 503.216
1035000 577.476
1042500 473.366
1050000 598.318
1057500 428.268
1065000 444.026
1072500 434.855
1080000 477.025
1087500 491.05
1095000 403.099
1102500 539.101
1110000 463.952
1117500 582.741
1125000 465.76
1132500 505.895
1140000 367.228
1147500 430.956
1155000 536.666
1162500 545.416
1170000 599.419
1177500 534.943
1185000 600.364
1192500 530.304
1200000 456.648
1207500 488.052
1215000 523.735
1222500 613.52
1230000 672.704
1237500 542.689
1245000 612.458
1252500 441.368
1260000 619.61
1267500 712.744
1275000 596.27
1282500 621.956
1290000 655.228
1297500 534.628
1305000 651.741
1312500 622.454
1320000 540.202
1327500 703.483
1335000 641.697
1342500 680.768
1350000 525.422
1357500 779.413
1365000 609.203
1372500 594.026
1380000 619.892
1387500 692.909
1395000 669.119
1402500 725.803
1410000 750.835
1417500 575.781
1425000 653.961
1432500 718.438
1440000 667.941
1447500 527.704
1455000 609.3
1462500 449.679
1470000 553.106
1477500 598.475
1485000 688.926
1492500 574.015
1500000 569.021
1507500 606.638
1515000 703.059
1522500 714.668
1530000 623.681
1537500 582.993
1545000 548.281
1552500 638.44
1560000 624.877
1567500 534.141
1575000 557.499
1582500 616.391
1590000 752.584
1597500 652.761
1605000 613.409
1612500 579.928
1620000 595.236
1627500 572.684
1635000 507.988
1642500 626.679
1650000 574.907
1657500 465.32
1665000 528.05
1672500 535.757
1680000 559.069
1687500 603.872
1695000 503.515
1702500 527.496
1710000 585.79
1717500 583.012
1725000 562.529
1732500 648.225
1740000 646.587
1747500 632.691
1755000 734.862
1762500 642.269
1770000 663.446
1777500 529.52
1785000 576.436
1792500 675.508
1800000 576.105
1807500 518.563
1815000 590.443
1822500 581.053
1830000 582.258
1837500 640.927
1845000 541.953
1852500 630.306
1860000 511.233
1867500 513.935
1875000 642.575
1882500 442.791
1890000 543.753
1897500 457.97
1905000 506.308
1912500 557.604
1920000 459.24
1927500 426.794
1935000 513.004
1942500 463.279
1950000 274.519
1957500 489.491
1965000 382.164
1972500 490.19
1980000 453.055
1987500 562.053
1995000 528.744
2002500 570.922
2010000 552.751
2017500 653.249
2025000 611.2
2032500 571.33
2040000 473.652
2047500 623.664
2055000 467.424
2062500 396.669
2070000 438.14
2077500 517.438
2085000 548.839
2092500 513.553
2100000 519.615
2107500 585.626
2115000 564.044
2122500 373.287
2130000 516.371
2137500 503.729
2145000 468.381
2152500 481.02
2160000 515.759
2167500 525.086
2175000 550.37
2182500 762.572
2190000 590.049
2197500 654.215
2205000 586.877
2212500 634.547
2220000 487.229
2227500 690.584
2235000 623.96
2242500 652.901
2250000 691.506
2257500 697.699
2265000 596.625
2272500 638.325
2280000 679.788
2287500 572.544
2295000 598.285
2302500 664.951
2310000 627.416
2317500 668.275
2325000 616.083
2332500 731.885
2340000 646.27
2347500 637.051
2355000 801.133
2362500 759.113
2370000 570.274
2377500 640.921
2385000 726.44
2392500 681.298
2400000 732.027
2407500 650.681
2415000 836.67
2422500 579.958
2430000 633.932
2437500 709.189
2445000 571.618
2452500 578.619
2460000 621.672
2467500 661.621
2475000 553.431
2482500 513.32
2490000 535.687
2497500 630.028
2505000 559.217
2512500 614.24
2520000 642.742
2527500 552.609
2535000 596.877
2542500 723.733
2550000 724.706
2557500 588.619
2565000 684.954
2572500 756.615
2580000 659.774
2587500 739.452
2595000 507.89
2602500 635.348
2610000 574.4
2617500 613.908
2625000 584.556
2632500 677.227
2640000 670.01
2647500 741.745
2655000 630.429
2662500 717.092
2670000 580.538
2677500 604.35
2685000 703.014
2692500 718.417
2700000 763.76
2707500 590.5
2715000 645.763
2722500 701.886
2730000 713.576
2737500 432.921
2745000 527.408
2752500 511.991
2760000 700.771
2767500 713.428
2775000 578.307
2782500 682.872
2790000 525.349
2797500 703.277
2805000 771.893
2812500 701.292
2820000 697.346
2827500 783.479
2835000 881.482
2842500 673.636
2850000 776.045
2857500 781.516
2865000 752.496
2872500 611.501
2880000 605.18
2887500 699.044
2895000 694.982
2902500 805.311
2910000 882.007
2917500 654.349
2925000 685.659
2932500 782.74
2940000 750.295
2947500 808.017
2955000 605.286
2962500 661.046
2970000 618.346
2977500 838.316
2985000 827.522
2992500 732.028
3000000 807.495
3007500 834.777
3015000 630.033
3022500 772.397
3030000 737.112
3037500 586.831
3045000 709.41
3052500 838.59
3060000 667.498
3067500 620.858
3075000 629.229
3082500 622.738
3090000 598.832
3097500 661.731
3105000 693.673
3112500 594.797
3120000 618.083
3127500 598.649
3135000 659.901
3142500 740.772
3150000 728.946
3157500 795.564
3165000 782.15
3172500 722.098
3180000 775.811
