TS BOND ANGLE DIHED IMPRP ELECT VDW BOUNDARY MISC KINETIC TOTAL TEMP POTENTIAL TOTAL3 TEMPAVG PRESSURE GPRESSURE VOLUME PRESSAVG GPRESSAVG
1005000 1031.0156 2894.6513 1255.0717 162.7434 -97511.2806 6113.8011 0.0000 0.0000 17831.8032 -68222.1943 306.1748 -86053.9975 -68146.8164 306.1748 -432.8891 -404.8458 275060.7448 -432.8891 -404.8458
1012500 1008.8681 2699.2218 1280.6846 172.4615 -97512.5338 6386.5473 0.0000 0.0000 17747.9792 -68216.7712 304.7355 -85964.7505 -68143.5699 307.1036 171.3688 197.1046 275060.7448 -35.6739 -35.6759
1020000 1031.2342 2737.4847 1292.1208 164.8300 -97456.9006 6231.2310 0.0000 0.0000 17786.4085 -68213.5913 305.3954 -85999.9998 -68142.6171 307.2082 -160.5735 -133.8933 275060.7448 -41.0680 -41.0666
1027500 961.6599 2664.7306 1245.9968 156.2391 -97505.9254 6385.2020 0.0000 0.0000 17868.6872 -68223.4099 306.8081 -86092.0970 -68148.2553 306.9297 -33.6839 -3.2111 275060.7448 -29.4592 -29.4582
1035000 984.4690 2696.6509 1306.7978 185.0979 -97422.5227 6270.7647 0.0000 0.0000 17762.1475 -68216.5949 304.9788 -85978.7423 -68141.6953 306.9853 -244.5182 -218.0269 275060.7448 5.7348 5.7331
1042500 1004.7170 2671.5280 1322.3438 168.1039 -97873.1649 6617.6539 0.0000 0.0000 17869.5089 -68219.3094 306.8222 -86088.8183 -68142.6658 307.0439 -339.2902 -313.2618 275060.7448 3.1101 3.1107
1050000 962.1557 2658.3277 1244.4709 167.4160 -97609.6439 6413.2427 0.0000 0.0000 17943.3839 -68220.6471 308.0907 -86164.0310 -68142.4949 306.8729 -876.7329 -850.1944 275060.7448 -0.9567 -0.9567
1057500 1008.0686 2710.7006 1275.5888 172.5609 -97553.9918 6278.2794 0.0000 0.0000 17898.5100 -68210.2835 307.3202 -86108.7935 -68138.3033 306.9603 -856.0598 -817.8187 275060.7448 -2.4458 -2.4440
1065000 965.3418 2731.6366 1279.1387 162.7014 -97649.4587 6475.0328 0.0000 0.0000 17825.0307 -68210.5768 306.0585 -86035.6075 -68138.5301 306.7667 -107.5452 -81.8993 275060.7448 -19.9427 -19.9456
1072500 1048.2910 2793.4501 1261.8404 179.4937 -97795.8007 6483.3321 0.0000 0.0000 17819.5989 -68209.7945 305.9653 -86029.3934 -68137.4789 306.8071 92.8425 122.3225 275060.7448 -19.2211 -19.2200
1080000 958.4270 2696.8764 1313.6948 188.5686 -97587.8560 6244.6717 0.0000 0.0000 17974.3086 -68211.3088 308.6217 -86185.6174 -68135.0551 306.8795 -152.7133 -127.4115 275060.7448 -37.7977 -37.7975
1087500 1010.4881 2695.9891 1283.2619 148.5560 -97762.9734 6471.3733 0.0000 0.0000 17946.1340 -68207.1710 308.1379 -86153.3049 -68133.3202 306.7847 223.5482 256.1526 275060.7448 -30.0500 -30.0500
1095000 1048.1609 2766.9811 1284.3785 177.7371 -97743.9771 6309.0565 0.0000 0.0000 17950.2724 -68207.3905 308.2090 -86157.6630 -68135.2726 306.5815 156.4571 188.6022 275060.7448 -17.2705 -17.2704
1102500 1003.7559 2696.4044 1316.5372 165.4721 -97830.2857 6460.8371 0.0000 0.0000 17981.5061 -68205.7728 308.7452 -86187.2789 -68129.9878 307.2507 68.3786 100.4396 275060.7448 -2.9731 -2.9725
1110000 1019.8712 2683.5699 1245.4695 173.0969 -97581.1568 6340.3012 0.0000 0.0000 17917.4923 -68201.3558 307.6461 -86118.8481 -68129.7847 306.9124 47.4914 70.7097 275060.7448 -3.6581 -3.6586
1117500 952.3161 2782.7953 1248.7794 160.6960 -97620.8733 6343.0789 0.0000 0.0000 17927.2706 -68205.9370 307.8140 -86133.2076 -68129.8322 306.6371 -535.6306 -502.4744 275060.7448 -57.4669 -57.4668
1125000 983.7053 2715.5002 1301.7935 176.3987 -97639.0915 6414.9917 0.0000 0.0000 17841.0056 -68205.6964 306.3328 -86046.7020 -68131.0396 307.3113 598.8223 624.0627 275060.7448 -33.6960 -33.6963
1132500 991.3534 2713.5756 1267.1823 168.5179 -97797.8427 6519.1257 0.0000 0.0000 17933.1556 -68204.9321 307.9151 -86138.0877 -68129.5693 307.0145 484.2454 508.2663 275060.7448 -7.9221 -7.9221
1140000 951.9805 2699.4088 1264.6888 170.7435 -97813.2940 6592.2352 0.0000 0.0000 17926.3256 -68207.9116 307.7978 -86134.2372 -68131.3332 306.9849 965.2804 996.0123 275060.7448 -25.3152 -25.3159
1147500 968.2191 2662.8114 1253.4466 151.7373 -97502.0118 6450.8732 0.0000 0.0000 17812.2271 -68202.6972 305.8387 -86014.9242 -68132.9650 307.1396 -510.8890 -474.1720 275060.7448 2.4404 2.4414
1155000 981.6795 2754.9587 1268.7246 161.2140 -97356.4827 6188.2273 0.0000 0.0000 17796.4166 -68205.2620 305.5672 -86001.6786 -68131.4472 307.2384 -540.1064 -510.7777 275060.7448 -15.1175 -15.1188
1162500 973.4813 2664.5641 1279.0226 173.3406 -97438.6923 6236.7381 0.0000 0.0000 17906.7491 -68204.7965 307.4616 -86111.5455 -68130.2985 307.1244 120.5124 153.3247 275060.7448 -25.6514 -25.6497
1170000 1017.5090 2695.2308 1249.0334 158.8948 -97694.7218 6428.8192 0.0000 0.0000 17940.9751 -68204.2595 308.0493 -86145.2346 -68128.9707 307.2060 252.7161 285.1449 275060.7448 -7.6068 -7.6078
1177500 998.3566 2743.6409 1266.3512 180.2476 -97683.5192 6467.7973 0.0000 0.0000 17829.1858 -68197.9397 306.1299 -86027.1255 -68125.2434 307.0289 -161.5290 -133.3849 275060.7448 -35.2631 -35.2631
1185000 998.3704 2727.6856 1304.3842 167.0309 -97659.5278 6451.2167 0.0000 0.0000 17809.6075 -68201.2325 305.7937 -86010.8401 -68126.5543 307.3371 305.1902 332.6505 275060.7448 -28.8385 -28.8397
1192500 976.5629 2766.3700 1291.7182 156.7817 -97794.7881 6546.5298 0.0000 0.0000 17863.0153 -68193.8101 306.7107 -86056.8254 -68122.4665 307.1239 441.2428 472.4078 275060.7448 11.8405 11.8429
1200000 973.9598 2805.4199 1278.4822 174.3883 -97676.0261 6464.7860 0.0000 0.0000 17786.7257 -68192.2642 305.4008 -85978.9899 -68122.5378 307.1627 576.9911 606.0932 275060.7448 14.1563 14.1553
