TS BOND ANGLE DIHED IMPRP ELECT VDW BOUNDARY MISC KINETIC TOTAL TEMP POTENTIAL TOTAL3 TEMPAVG PRESSURE GPRESSURE VOLUME PRESSAVG GPRESSAVG
1005000 989.7295 2776.5593 1270.1886 180.8843 -97797.4693 6398.9356 0.0000 0.0000 18062.8757 -68118.2964 310.0524 -86181.1721 -68042.8151 310.0524 -94.5710 -63.7435 272890.2007 -94.5710 -63.7435
1012500 966.7217 2827.6483 1278.2105 159.2783 -97815.3017 6604.4600 0.0000 0.0000 17869.0784 -68109.9044 306.7259 -85978.9828 -68034.8875 309.3015 373.9974 402.0235 272890.2007 172.6726 172.6740
1020000 1012.0752 2740.2770 1250.5196 157.9243 -97603.7147 6464.7369 0.0000 0.0000 17873.1151 -68105.0666 306.7952 -85978.1817 -68031.9309 309.0562 -139.8424 -112.0697 272890.2007 198.7011 198.7007
1027500 991.9703 2719.9491 1233.2944 166.6672 -97807.5686 6462.5246 0.0000 0.0000 18127.4894 -68105.6736 311.1616 -86233.1630 -68032.2054 309.0939 588.9651 619.6695 272890.2007 189.0265 189.0268
1035000 1003.7329 2702.7897 1242.2052 165.8496 -97681.5520 6404.4520 0.0000 0.0000 18054.8931 -68107.6294 309.9154 -86162.5225 -68031.7313 309.1182 44.4211 67.7822 272890.2007 179.7000 179.6989
1042500 1004.4945 2744.9808 1255.8110 182.1829 -97773.4251 6337.8560 0.0000 0.0000 18144.7946 -68103.3053 311.4586 -86248.0999 -68030.8185 309.1393 298.9223 331.8385 272890.2007 173.5682 173.5683
1050000 998.7514 2751.8864 1280.0770 190.9596 -97903.3373 6495.3938 0.0000 0.0000 18084.1993 -68102.0698 310.4185 -86186.2691 -68031.3833 309.2023 188.7169 215.0751 272890.2007 167.4251 167.4249
1057500 971.0862 2676.0036 1274.4780 153.9714 -97579.6379 6355.5262 0.0000 0.0000 18041.3689 -68107.2036 309.6833 -86148.5724 -68031.2861 309.2704 38.2059 70.9940 272890.2007 204.0210 204.0211
1065000 988.6594 2674.6127 1252.3879 157.7644 -97785.3375 6553.7725 0.0000 0.0000 18054.1671 -68103.9735 309.9030 -86158.1406 -68029.3117 308.7177 -76.9272 -45.4791 272890.2007 204.5081 204.5087
1072500 970.3562 2743.6493 1233.0826 166.1912 -97753.6006 6443.4460 0.0000 0.0000 18089.3718 -68107.5036 310.5073 -86196.8753 -68029.8556 309.0691 510.4769 538.5476 272890.2007 199.0349 199.0346
1080000 992.5005 2716.1180 1275.8058 170.5156 -97727.7898 6305.3123 0.0000 0.0000 18169.8007 -68097.7369 311.8878 -86267.5376 -68024.4557 309.0516 -219.0893 -194.1934 272890.2007 188.1237 188.1229
1087500 1020.3564 2708.3515 1255.8327 182.5936 -97653.9664 6419.5603 0.0000 0.0000 17968.3602 -68098.9117 308.4301 -86067.2720 -68025.9602 308.9201 -109.3689 -80.9491 272890.2007 161.9008 161.9020
1095000 985.2063 2705.4280 1294.8821 178.1075 -97650.9670 6455.2852 0.0000 0.0000 17935.6284 -68096.4296 307.8682 -86032.0580 -68023.1842 308.7733 570.4893 597.6118 272890.2007 189.2909 189.2906
1102500 985.4348 2680.3955 1269.8141 162.1504 -97506.6327 6416.4690 0.0000 0.0000 17892.1901 -68100.1788 307.1226 -85992.3689 -68025.9509 308.8171 62.5967 90.4511 272890.2007 210.1933 210.1943
1110000 1008.3640 2733.9623 1267.3147 173.7800 -97385.0088 6236.4998 0.0000 0.0000 17869.5412 -68095.5469 306.7338 -85965.0881 -68022.1547 308.7484 379.8736 407.4142 272890.2007 166.0603 166.0583
1117500 1034.9252 2763.6286 1275.9358 161.4500 -97726.6853 6499.8996 0.0000 0.0000 17895.0338 -68095.8123 307.1714 -85990.8461 -68023.5848 309.1274 -413.6481 -386.7453 272890.2007 205.6858 205.6866
1125000 969.9475 2788.6136 1249.4847 176.1474 -97859.9823 6467.3114 0.0000 0.0000 18108.5781 -68099.8995 310.8369 -86208.4776 -68024.2357 308.9908 520.9606 541.2662 272890.2007 150.5320 150.5324
1132500 996.6193 2649.5136 1258.4448 168.2986 -97906.5641 6530.9564 0.0000 0.0000 18205.8614 -68096.8700 312.5068 -86302.7314 -68021.0885 308.9892 25.2122 46.5973 272890.2007 178.9704 178.9704
1140000 983.1275 2751.2229 1256.2153 177.7138 -97779.4299 6450.2316 0.0000 0.0000 18070.5291 -68090.3896 310.1838 -86160.9188 -68019.4055 309.0139 38.6822 67.6182 272890.2007 177.8754 177.8758
1147500 1007.1934 2733.1253 1249.4388 183.9049 -97652.3100 6411.5907 0.0000 0.0000 17972.4260 -68094.6309 308.4999 -86067.0569 -68020.8515 309.0098 830.0410 862.0256 272890.2007 175.4688 175.4697
1155000 972.8801 2792.3792 1267.9780 149.9636 -97681.6167 6430.5029 0.0000 0.0000 17972.4241 -68095.4887 308.4998 -86067.9129 -68020.6043 309.0296 23.6162 50.4939 272890.2007 155.7998 155.7977
1162500 941.6969 2761.6026 1256.1257 155.1489 -97430.5534 6202.7460 0.0000 0.0000 18017.0119 -68096.2215 309.2652 -86113.2334 -68022.1685 309.0011 -198.7991 -170.9046 272890.2007 173.5576 173.5581
1170000 1040.6426 2692.0368 1313.5296 156.8349 -97832.5338 6437.6555 0.0000 0.0000 18095.9248 -68095.9094 310.6197 -86191.8343 -68020.9202 309.2159 353.7363 379.4677 272890.2007 174.6047 174.6037
1177500 1001.2405 2762.4913 1311.5305 173.4412 -97806.7745 6454.6306 0.0000 0.0000 18011.4385 -68092.0020 309.1695 -86103.4404 -68017.3480 309.1663 438.7197 464.9983 272890.2007 188.5976 188.5988
1185000 964.8889 2734.4106 1275.6508 150.5830 -97655.9031 6381.1171 0.0000 0.0000 18058.7721 -68090.4806 309.9820 -86149.2527 -68014.3155 309.1308 -208.2824 -180.8092 272890.2007 206.0570 206.0573
1192500 994.1800 2705.7363 1273.3129 172.2121 -97556.7307 6361.1617 0.0000 0.0000 17957.8528 -68092.2750 308.2497 -86050.1278 -68017.9216 309.0352 -64.9115 -41.9002 272890.2007 169.5236 169.5225
1200000 936.7826 2693.3230 1251.1646 157.9480 -97599.9472 6361.6750 0.0000 0.0000 18105.5373 -68093.5167 310.7847 -86199.0540 -68019.0181 309.0088 222.7709 250.7626 272890.2007 206.2376 206.2377
1207500 964.7798 2728.0295 1292.5499 162.0111 -97669.5914 6378.5245 0.0000 0.0000 18056.6463 -68087.0503 309.9455 -86143.6966 -68012.7389 309.3316 305.7836 332.0623 272890.2007 201.6716 201.6721
1215000 964.2265 2733.5871 1306.8758 156.8036 -97370.4173 6244.5635 0.0000 0.0000 17876.9290 -68087.4319 306.8606 -85964.3609 -68013.7384 309.1508 -455.4976 -424.1877 272890.2007 184.4216 184.4224
