1005000 698.265
1012500 591.425
1020000 647.522
1027500 634.394
1035000 628.333
1042500 527.526
1050000 469.882
1057500 579.101
1065000 595.693
1072500 516.373
1080000 527.211
1087500 496.809
1095000 429.159
1102500 404.78
1110000 443.158
1117500 470.999
1125000 575.94
1132500 595.048
1140000 462.404
1147500 566.449
1155000 541.686
1162500 556.88
1170000 492.53
1177500 545.637
1185000 605.113
1192500 604.927
1200000 602.027
1207500 627.524
1215000 507.824
1222500 516.693
1230000 492.606
1237500 519.808
1245000 479.931
1252500 460.607
1260000 585.831
1267500 721.278
1275000 490.748
1282500 527.756
1290000 495.602
1297500 495.511
1305000 633.487
1312500 632.203
1320000 613.243
1327500 538.751
1335000 500.979
1342500 565.498
1350000 596.932
1357500 635.643
1365000 667.254
1372500 626.474
1380000 513.721
1387500 577.405
1395000 604.591
1402500 547.964
1410000 567.041
1417500 743.98
1425000 610.309
1432500 669.747
1440000 581.998
1447500 567.408
1455000 599.819
1462500 701.276
1470000 633.436
1477500 684.53
1485000 671.163
1492500 528.169
1500000 703.958
1507500 726.259
1515000 769.72
1522500 707.993
1530000 821.004
1537500 653.574
1545000 732.092
1552500 747.185
1560000 571.335
1567500 661.645
1575000 711.954
1582500 692.771
1590000 725.638
1597500 733.76
1605000 629.619
1612500 513.427
1620000 769.236
1627500 725.163
1635000 647.992
1642500 642.886
1650000 633.298
1657500 625.074
1665000 832.832
1672500 550.823
1680000 802.22
1687500 765.198
1695000 855.511
1702500 783.143
1710000 784.545
1717500 807.003
1725000 866.321
1732500 697.845
1740000 674.493
1747500 793.289
1755000 665.786
1762500 666.366
1770000 742.11
1777500 723.587
1785000 740.537
1792500 754.493
1800000 600.363
1807500 739.828
1815000 723.981
1822500 682.099
1830000 892.558
1837500 650.296
1845000 733.802
1852500 746.613
1860000 788.303
1867500 814.644
1875000 854.993
1882500 739.036
1890000 734.838
1897500 621.307
1905000 723.05
1912500 791.122
1920000 806.113
1927500 731.186
1935000 701.017
1942500 694.531
1950000 758.202
1957500 896.79
1965000 765.263
1972500 794.019
1980000 782.305
1987500 864.997
1995000 752.849
2002500 875.753
2010000 923.84
2017500 862.6
2025000 931.367
2032500 754.155
2040000 829.525
2047500 896.837
2055000 786.771
2062500 725.309
2070000 789.241
2077500 958.718
2085000 780.588
2092500 798.871
2100000 838.506
2107500 798.56
2115000 776.862
2122500 925.643
2130000 900.489
2137500 874.745
2145000 755.468
2152500 889.855
2160000 1038.66
2167500 818.87
2175000 1047.1
2182500 825.268
2190000 940.144
2197500 891.328
2205000 819.445
2212500 869.093
2220000 1006.63
2227500 985.715
2235000 1023.92
2242500 918.554
2250000 913.927
2257500 849.141
2265000 969.886
2272500 1011.28
2280000 906.517
2287500 921.009
2295000 904.474
2302500 978.491
2310000 835.05
2317500 954.327
2325000 934.377
2332500 908.65
2340000 958.724
2347500 996.434
2355000 910.075
2362500 881.014
2370000 996.684
2377500 1020.27
2385000 991.743
2392500 1070.85
2400000 1026.41
2407500 977.707
2415000 1023.51
2422500 857.138
2430000 936.723
2437500 1004.43
2445000 1045.53
2452500 1042.08
2460000 1002.95
2467500 1045.27
2475000 983.807
2482500 1099.7
2490000 1070.52
2497500 1082.07
2505000 1089.72
2512500 976.832
2520000 912.93
2527500 911.826
2535000 1118.29
2542500 1191.79
2550000 976.442
2557500 893.956
2565000 1027.03
2572500 1098.05
2580000 1078.06
2587500 1068.31
2595000 1158.03
2602500 1215.43
2610000 1062.91
2617500 1153.99
2625000 1266.06
2632500 1128.3
2640000 1142.32
2647500 995.396
2655000 1128.54
2662500 1059.22
2670000 1134.6
2677500 1051.65
2685000 1015.19
2692500 1111.82
2700000 1135.15
2707500 1032.02
2715000 1163.67
