TS BOND ANGLE DIHED IMPRP ELECT VDW BOUNDARY MISC KINETIC TOTAL TEMP POTENTIAL TOTAL3 TEMPAVG PRESSURE GPRESSURE VOLUME PRESSAVG GPRESSAVG
1005000 1018.6132 2763.1411 1294.8829 179.8976 -97317.9035 6225.2430 0.0000 0.0000 18177.6256 -67658.5001 312.0913 -85836.1257 -67583.1546 312.0913 -1.9083 20.6407 274533.2579 -1.9083 20.6407
1012500 1037.6201 2779.4966 1264.0507 174.9348 -97322.9429 6273.3583 0.0000 0.0000 18138.9942 -67654.4882 311.4281 -85793.4824 -67575.3984 311.0934 -319.4976 -294.6132 274533.2579 55.4277 55.4273
1020000 1046.7345 2762.5538 1240.9360 162.1600 -97346.0575 6341.4236 0.0000 0.0000 18141.2733 -67650.9763 311.4672 -85792.2496 -67575.0457 310.7485 253.3638 283.7945 274533.2579 36.6888 36.6874
1027500 966.2333 2755.6684 1296.2955 169.0143 -97403.0612 6521.9872 0.0000 0.0000 18047.0945 -67646.7679 309.8503 -85693.8623 -67574.5995 310.6902 -28.7432 2.6519 274533.2579 68.3996 68.4014
1035000 1021.6477 2818.9323 1313.8009 165.3394 -97236.9355 6328.0420 0.0000 0.0000 17945.9579 -67643.2153 308.1138 -85589.1731 -67569.7075 310.5086 366.0977 394.7779 274533.2579 69.0063 69.0062
1042500 985.4497 2695.7390 1246.8252 159.1517 -97679.8331 6667.9534 0.0000 0.0000 18273.7331 -67650.9810 313.7414 -85924.7141 -67574.6205 310.6967 450.0797 478.9365 274533.2579 36.1403 36.1384
1050000 1007.2321 2771.6288 1270.9188 160.6250 -97546.9130 6499.6557 0.0000 0.0000 18191.4120 -67645.4406 312.3280 -85836.8526 -67571.7085 310.7547 122.9446 148.4651 274533.2579 62.3600 62.3620
1057500 1030.3080 2770.1230 1306.2351 170.2295 -97059.1624 6222.2544 0.0000 0.0000 17919.4302 -67640.5823 307.6584 -85560.0124 -67567.6860 310.7674 -196.2269 -164.0516 274533.2579 41.0576 41.0574
1065000 1000.1494 2816.0869 1273.7835 184.5224 -97436.7716 6447.2598 0.0000 0.0000 18069.4529 -67645.5167 310.2341 -85714.9696 -67571.8862 310.7310 10.2801 39.0108 274533.2579 76.7754 76.7752
1072500 970.8994 2688.9935 1270.7135 171.3028 -97004.9161 6150.7120 0.0000 0.0000 18106.0772 -67646.2177 310.8629 -85752.2949 -67570.4053 310.7678 -120.4552 -88.7268 274533.2579 50.2974 50.2976
1080000 982.3007 2739.2449 1279.0937 156.6695 -97286.1148 6320.8411 0.0000 0.0000 18159.0713 -67648.8936 311.7728 -85807.9649 -67573.3242 310.3869 945.8160 978.8783 274533.2579 84.3762 84.3764
1087500 1001.1487 2792.4851 1274.3119 162.7776 -96858.7495 6012.0727 0.0000 0.0000 17973.7520 -67642.2015 308.5910 -85615.9534 -67570.4058 310.8376 -2.8570 22.0944 274533.2579 57.1113 57.1114
1095000 996.8839 2710.0098 1261.1693 162.8886 -97104.9121 6258.7810 0.0000 0.0000 18067.7629 -67647.4165 310.2051 -85715.1794 -67572.3233 310.6710 422.6373 445.2846 274533.2579 70.2312 70.2300
1102500 1003.1207 2781.5098 1279.3735 153.6001 -97441.7849 6369.8213 0.0000 0.0000 18208.7692 -67645.5902 312.6260 -85854.3594 -67569.7166 310.7461 -354.9941 -331.8575 274533.2579 96.2008 96.2006
1110000 959.0751 2722.3603 1301.6392 152.5127 -97631.8548 6613.7754 0.0000 0.0000 18238.3292 -67644.1630 313.1336 -85882.4921 -67567.1845 310.8516 -109.6200 -77.5194 274533.2579 82.6698 82.6722
1117500 987.7066 2809.6295 1282.9862 157.9722 -97278.8267 6256.6358 0.0000 0.0000 18141.9633 -67641.9331 311.4791 -85783.8964 -67567.1644 311.0368 -264.3678 -225.2735 274533.2579 75.3014 75.3017
1125000 993.1432 2819.8351 1283.6521 169.0415 -97535.8138 6554.0464 0.0000 0.0000 18075.8427 -67640.2529 310.3438 -85716.0956 -67566.5387 311.0440 511.6470 545.5711 274533.2579 58.3034 58.3032
1132500 950.9060 2762.0406 1256.0906 168.2708 -97339.2847 6354.5667 0.0000 0.0000 18207.4243 -67639.9856 312.6030 -85847.4099 -67566.6222 310.8227 -354.0986 -327.7963 274533.2579 69.7430 69.7423
1140000 940.1026 2769.9996 1257.8522 158.4880 -97247.8151 6336.0678 0.0000 0.0000 18143.5238 -67641.7811 311.5059 -85785.3049 -67567.0863 310.7798 571.1798 600.4752 274533.2579 71.8651 71.8648
1147500 1048.4062 2756.9719 1254.9455 166.9448 -97495.4097 6475.0541 0.0000 0.0000 18158.3091 -67634.7781 311.7597 -85793.0872 -67562.8741 310.8650 526.5726 549.7433 274533.2579 83.3052 83.3046
1155000 1013.2015 2764.5890 1276.5771 170.4700 -97363.6302 6366.3406 0.0000 0.0000 18137.8912 -67634.5608 311.4091 -85772.4520 -67559.1903 311.0704 -675.0353 -648.3096 274533.2579 53.7036 53.7035
1162500 1015.7409 2802.0870 1269.0514 188.1931 -97242.4978 6416.1072 0.0000 0.0000 17915.1195 -67636.1987 307.5844 -85551.3182 -67562.1729 310.7193 -273.2187 -250.1705 274533.2579 97.4538 97.4538
1170000 974.5326 2772.7670 1281.2584 176.0273 -97267.4000 6348.0889 0.0000 0.0000 18080.3627 -67634.3630 310.4214 -85714.7258 -67558.6061 310.6999 273.8914 308.5821 274533.2579 49.2629 49.2633
1177500 991.1783 2760.6425 1215.0946 177.5739 -97205.5149 6226.7230 0.0000 0.0000 18201.7450 -67632.5576 312.5055 -85834.3027 -67556.1663 310.8044 -490.4139 -459.7771 274533.2579 72.7668 72.7661
