TS BOND ANGLE DIHED IMPRP ELECT VDW BOUNDARY MISC KINETIC TOTAL TEMP POTENTIAL TOTAL3 TEMPAVG PRESSURE GPRESSURE VOLUME PRESSAVG GPRESSAVG
1005000 1028.3089 2729.3174 1325.8507 165.4101 -97834.0571 6336.4989 0.0000 0.0000 18361.0613 -67887.6098 315.2945 -86248.6711 -67811.5932 315.2945 -309.6853 -283.0660 275777.9680 -309.6853 -283.0660
1012500 1000.7454 2706.5595 1278.0914 179.4877 -97533.6106 6351.3773 0.0000 0.0000 18138.3016 -67879.0477 311.4693 -86017.3494 -67805.6692 309.2599 -481.9599 -450.9354 275777.9680 -76.6338 -76.6345
1020000 1002.3391 2808.2154 1267.3891 186.4079 -97502.9537 6407.3660 0.0000 0.0000 17951.6208 -67879.6154 308.2637 -85831.2362 -67807.8433 309.1626 59.0693 90.7219 275777.9680 2.9908 2.9920
1027500 956.7353 2789.9800 1296.2801 170.3263 -97256.2052 6232.3714 0.0000 0.0000 17935.1423 -67875.3698 307.9807 -85810.5121 -67800.6953 309.0689 13.6246 39.7773 275777.9680 -49.3373 -49.3392
1035000 971.6849 2791.4648 1296.8892 174.9700 -97249.9426 6137.0770 0.0000 0.0000 18005.1259 -67872.7309 309.1824 -85877.8567 -67801.3541 309.3484 -566.7860 -536.0995 275777.9680 -68.0625 -68.0618
1042500 960.7147 2797.6523 1293.5115 175.0612 -97281.7554 6265.0770 0.0000 0.0000 17910.5509 -67879.1878 307.5584 -85789.7387 -67804.5196 309.5253 -271.7715 -247.0275 275777.9680 -54.6495 -54.6490
1050000 949.0177 2733.1912 1255.1634 178.4521 -97211.2616 6309.8350 0.0000 0.0000 17914.6538 -67870.9483 307.6289 -85785.6022 -67800.6009 309.2454 -161.8354 -139.0953 275777.9680 -42.6806 -42.6818
1057500 979.0278 2710.6390 1255.1737 176.3993 -97098.0570 6204.7500 0.0000 0.0000 17896.7866 -67875.2806 307.3221 -85772.0672 -67802.4176 309.0713 -409.1431 -373.2774 275777.9680 -46.8342 -46.8327
1065000 976.6128 2791.3387 1262.3789 171.6553 -97312.6933 6206.4684 0.0000 0.0000 18032.9047 -67871.3344 309.6595 -85904.2392 -67798.6109 309.3853 -550.6298 -519.9828 275777.9680 -27.7986 -27.7990
1072500 1006.1423 2704.6365 1280.4637 181.6371 -97239.1564 6222.9632 0.0000 0.0000 17974.9184 -67868.3951 308.6637 -85843.3135 -67796.9808 309.2870 -170.8096 -138.5684 275777.9680 -37.0396 -37.0392
